id_EXIST,lang,tweet,number_annotators,gender_annotators,age_annotators,labels_task1,encoded_annotations
202258,en,sidenote also plays age-old wabout children claims concept gender identity increasingly used gender reassign children conform sex role stereotypes big pile bull,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202259,en,auto correct changed phrase six year old sex role wtf autocorrect?,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202260,en,bem sex role inventory problematic tool,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'NO', 'NO', 'YES', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202261,en,must hard time reading stated supporting either side thats left thing doesnt fit agenda automatically bigot racist sexist etc cool think want one important cares,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202262,en,regardless whether sexist tosh true notcorrect correct correct correct,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202263,en,sexist dude there's alot hate bird app,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202264,en,planes dirty flight attendants haggard pilots sexist immature boys think announcing f president united states intercom funny husband fly southwest yeah canceling cry,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202265,en,would unfair expect women affectionate men also unfair men receive less affection womenwomen naturally nurturing men naturally agency cause many problems sexist nonsense,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202266,en,terrible experience today micheal e debakey hospital almost parking crowded waiting room veterans wearing masks males making sexist comments females waited hour 6 stitches removed panic attack 0/5 stars today thumbs_down_light_skin_tone,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202267,en,woman sexist misogynistic despite woman thick women dm see evidence point_up,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202268,en,use words like alpha beta male sake scene believe subscribe sexist ideas humiliate sissy sub girly slutty etc kink sexualize backwards ideas unfortunately people take seriously,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202269,en,actually people get paid speeches time sexist pigs think men paid speeches never anything improper done hillary anyone private citizen paid speeches plethora knowledge shared,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202271,en,dude wtf real sexist misogynistic shit gtfo incel shit,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202272,en,inspirational enby tells sexist tech intellectuals look baby,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202274,en,think go without saying tolerate poor treatment othersharassing around reason sexual racist sexist ect something anyone else tolerateplease kind around,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202275,en,big tex acronym absolutely nothing please use words know like big tex acronymnice assumed guy i'm sexist coolioi'm sure nothing fact twitter 70% male feelings xd,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'YES', 'YES', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202276,en,ur sexist mysogynistic woman hater ratio,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202277,en,gonna tweet sexism simultaneously saying something sexist?,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202278,en,like promise wanting one person comfortable w idea dating multiple people racist patriarchal sexist conspiracy normal,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202279,en,part youre pummeled attacking statement shes fierce educated capable business owner ignoring point sexy attractive female doesnt cancel able see error makes sexist,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202280,en,keep good fightthank bravery calling raft shit misogynistic sexist bullying behaviours,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202282,en,good nearly five months since ag's report came truth coming so-called case less sexual harassment political hit job would enjoy bc would charged perjury,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202283,en,remember joeand buddy teddy kennedyused go lunch waitress sandwich bet forgot you? us old-timers today would called sexual harassment remember chappaquiddick mary jo kopechne? mary,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202284,en,shes lumping sexual assaults sexual harassment workplace biases create programs abd infers create another city dept,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'NO', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202285,en,harassment begins range general trash talk gender basedsexual harassment look social norms box men put doesnt excuse explains men supposed hyper masculine aggressive etc,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'YES', 'YES', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202286,en,guy runs rekieta media proven less trustworthy court cases due csrrying legally meritless slapp defamation case person accused sexual harassment using bad arguments shoddy legal work,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'NO', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202287,en,cleveland hoes gon tear bro sexual harassment charges tho,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202288,en,twitter inc twitter facebook needing specific reporting function sexual harassment &amp misogyny online - sign petition via,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202290,en,thanks sexual harassment didnt realize apart insurance coverage np forgot send prescription top,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202291,en,guy fired fox sexual harassment coworkers?,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'NO', 'YES', 'NO', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202292,en,genders switched woman whose husband making increasingly unwanted sexual advances think anyone would writing likely phrases 'sexual harassment' 'marital rape' would bandied around instead,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202293,en,trembling saw videos b/w tj shanaia exp sexual harassment know looks like kung kuya ka lang nagtitake advantage sa babae sorry cannot finish videos hope may housemate na pumuna kay tjforce evict tjprotect shanaia gomez,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202294,en,2014 hermain cain accused sexual harassment several women see suspended campaign tea party member trump chose cabinet member accused using federal money fix house,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202295,en,might want sit one,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202296,en,lincoln project stands gay sexual harassment race fraud,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202297,en,im hoping netflix uses jerry way shine light probably biggest issue cheerleading ongoing sexual harassment maybe outside audience push need get real change happen,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202298,en,berkeley friends know someone who's experience dealing center student conduct?asking close friend received letter &amp working process would appreciate help heartnot sexual harassment case involving facultythanks,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202301,en,suffering biggest case impostor syndrome ever impostor put office purely racial sexual identity,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'YES', 'YES', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202302,en,njaaa majority population clear enough sexual identity evolution sexual selection work fine time sex spectrum real thing small medium size minority,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202303,en,amy klobuchar could well win shed run especially simpletons like opposition mean must hard even feed transgenderism point? sexual identity moron preference choice stupidity,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202304,en,new boy known two minutes knows sexual identity,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202305,en,going register x moment everyone making production sexual identity good grief world young people messed,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202306,en,one great aspects bate clubs regardless sexual identity preferred sexual positions find community self-pleasure communal driven spaces check 2019 gq article dive deeper topic,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202307,en,kids struggling sexual identity issues arent ones need hear conversations kids could benefit curriculum educates issues understanding leads tolerance,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202308,en,long bragging border response? year now? based almost daily fear-mongering drugs aliens crossing border absolute failure go back day job fear monger books sexual identity economy,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202309,en,nothing new sunsunny agenda going forwardlets stand believersmy prayer goes struggling sexual identity drop_of_bloodmay god give revelation sex doesnt give identityculture making11 culture,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202310,en,sounds like fearful life kids even can't make simple decisions &amp stick what's sane confidence examine sexual identity &amp approve self &amp pass onto w/o god morals ppl r becomming lost,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202311,en,bisexual feel comfortable asserting we're far annoying sexual identity gets put acronym,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202312,en,fuck pronouns equal gender sexual identity loser,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'YES', 'NO', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202313,en,never understand niggas worried someone's sexual identity lifestyle unless dating even worried others know personally do?,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202314,en,get people feel threatened someone's gender identity sexual identity richard thought better,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202316,en,easy throw rocks hide behind gender sexual identity,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202317,en,classmate chose homosexual find valentine site college saying thought homo homosapiens sexual identity girlsob??,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202318,en,trans awareness week bring stories finding pride gender identity &amp sexual identity classroom free curriculum finding pride narrative heroes,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202319,en,invest project care founders criminal record age race sex sexual identity one thing matter his/her trustworthiness readyablewilling deliver anything project's main aimgoal everyone deserves chance,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202320,en,tell business discuss person's sexual identity care bothering you? personally identify goose bother,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'NO', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202321,en,im good friend u turned sexual orientation,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202322,en,comments absolutely reflection organizations mission values bidmc committed providing equitable care patients regardless vaccination status race gender sexual orientation income level factor,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'YES', 'NO', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202323,en,maybe robbed killed thing sexual orientation,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202324,en,youre basing opinion general idea word discrimination discrimination legal term applies specific established protected classes like sexual orientation thats refuse service person based mask based gay,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202325,en,putting together lecture modelling stis struggling best use words associated assumptions binary gender sexual orientation recs/references balancing acknowledging diversity use assumptions modelling practicality?,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202326,en,hate say guys never saw race gender sexual orientation politics classifiers growing never saw need know things order treat others dignity human watched news see,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202327,en,listened podcast tday reason teacher shld discussion w students concerning sexual orientation gender theory personal relationships school districts need rethink lunacy hiring,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'NO', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202328,en,give fuck labels like someone put gun mouth told say sexual orientation would probably say murrrphhhur,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'YES', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202329,en,math teachers stick teaching math social studies stick social studies never remember teacher coming classroom growing explaining sexual orientationetc need get back teaching 3 r's that's,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202330,en,everyone regardless color skin someone's sexual orientation gender deserve treated/seen equals 2022 people time grow tfumy sincerest apologies i've hurt anyone w/tweet i'm aiming ignorant poop bag's accept truth,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202331,en,far understand queering something deliberately badly order highlight inadequacy think that's fair wittgenstein also suspect social background least important sexual orientation,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202332,en,comes intersex - term grew use one born comfortable someone may similar diagnosis use terminology intersex strictly related sexual orientation gender identity either - sex characteristics,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202333,en,world hacking group tuesday released data israeli lgbt dating website discloses users sexual orientation hiv status,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202334,en,see imagine future neighbors arent segregated color ur skin gender sexual orientation generations arbitrary racist policies internal network architecture new neighborhood,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'YES', 'YES']","tensor([0., 1., 1., 0.])"
202335,en,way sexual orientation change cannot changed intentionally current method attempting proven extremely harmful,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202336,en,pick people skin color sexual orientation political affiliation competency sad,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'NO', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202337,en,allowed discriminate anyone race religion sexual orientation ok government discriminate vaccinated unvaccinated crazy,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202338,en,israeli citizens equal rights regardless race religion ethnicity gender sexual orientation,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202339,en,bullies use sexual orientation insult they're saying think gay insulted reason there's nothing wrong gay they're saying insulted think gay bad thing 6/15,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202340,en,im literally asexual serious wanting sex theres oppression unless theres also intersectionality sexual orientation race gender,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202341,en,grown ass man tf care another grown man's sexuality bro kinda sus,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202343,en,spent great portion life struggling trying cis hating whenever someone commented looking/acting like boy wasnt fem-presenting enough wasnt last year realized non-binary tuning gender/sexuality,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202344,en,whatever feel matter sexuality always precious beloved friend white_heart youre valid amazing,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202345,en,ah okay trying frame homophobic hate speech difference opinionfree clue dimwits think that's valid tactic get disagree someone's sexuality race sex topic debate,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'NO', 'NO', 'NO', 'NO', 'YES']","tensor([0., 1., 1., 0.])"
202346,en,see horny tl care cause healthy relationship sexuality,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202347,en,whats sexuality youre attracted men hate sex worth need dominating aspects life,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202348,en,ur sexuality ur whole personality talking,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'NO', 'YES', 'YES', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202349,en,gross reallywho would possibly ask professor sexuality?,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202350,en,let clarify couldnt give less fuck hunters actual sexuality considering business upsetting see someone label themself lesbian capitalize actually lesbian? makes sense idk spitballing,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202351,en,haha lack self awareness reveals thing misogynistic someone loves women doesnt care sexuality fails comprehend living life virtual world truly amazing gn,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202352,en,mans entire fucking quest gay tevinter society turn halwards specific problem dorian wont involved even marry woman npcs dai one whose sexuality absolutely fucked,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202353,en,exactly amen even sailor scouts &amp villains uses sexuality fight others far know margot never complained playing harley pfeiffer &amp hathaway sk portrayal woman_shrugging_light_skin_tone,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['YES', 'YES', 'YES', 'YES', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202354,en,stealing % we?10%- moots10%- weve interacted10%- we've dmed10%- seen face 10%- heard voice10%- socials10%- know sexuality10%- know age10%- knows country10%- gc together,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202355,en,bradley truly one first tv characters i've seen reflected real way superficially investment little biased course incredibly important complexity portray period moreso someone exploring sexuality,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']","tensor([0., 1., 1., 0.])"
202356,en,tracking ones menstrual cycle mean tracking like figuring ovulate etc unironically empowering way women take charge sexuality,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'YES', 'NO', 'NO', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
202357,en,leading scientists actually study human sexuality believe transgender result brain-nervous system intersexuality doubt biological connection,6,"['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']","tensor([0., 1., 1., 0.])"
